flight_no,src,dest,arrival,depart,pilot
YB6905,CDH,EKN,2009-02-24 16:10:51,2009-02-24 10:07:28,173-60-1644
LK57061,RDG,GFK,2013-01-01 16:02:40,2013-01-01 09:45:09,642-95-1284
ET51078,OLM,MBS,2010-05-05 23:50:59,2010-05-05 19:34:33,744-37-3489
OW83796,PDT,WDY,2013-04-05 17:27:36,2013-04-05 16:09:07,564-89-7212
QT58752,MRB,MCO,2012-12-23 11:14:40,2012-12-23 08:33:20,911-61-7680
VV44831,OTG,CKD,2016-11-12 22:10:22,2016-11-12 16:04:13,765-01-7861
NQ56691,CDC,EDF,2013-06-22 23:20:47,2013-06-22 19:17:01,223-76-9128
NQ62423,MIT,WHD,2014-06-06 07:29:47,2014-06-06 02:12:39,672-57-1866
NH90502,MOB,WSJ,2010-09-16 04:42:51,2010-09-15 22:28:57,888-31-6386
KH31367,JLN,JMN,2013-10-24 06:39:24,2013-10-24 00:07:32,056-86-0607
OP16441,VHN,BXS,2016-08-13 23:33:27,2016-08-13 19:30:48,223-76-9128
HK73813,OGB,PXL,2009-10-04 21:28:29,2009-10-04 15:17:19,490-47-4237
BT49075,OZR,ORD,2015-06-29 18:28:22,2015-06-29 14:16:47,339-87-5585
RI89382,PRX,ISO,2010-07-01 07:58:20,2010-07-01 06:12:56,551-13-4065
TN57541,SAA,TKE,2010-07-07 15:07:38,2010-07-07 11:47:40,957-35-2667
XZ15850,NDV,CUB,2016-09-27 07:35:32,2016-09-27 04:32:32,490-52-0092
BV76179,GRE,FTW,2010-10-07 17:29:17,2010-10-07 15:01:31,984-17-7619
PH34766,PTW,TOG,2010-04-26 21:24:53,2010-04-26 17:06:02,374-75-4950
FA8355,JAE,HIE,2012-06-27 04:21:30,2012-06-27 00:49:43,012-15-8995
VO11428,TKF,CMI,2014-09-14 16:26:38,2014-09-14 14:08:09,370-87-4189
WH1347,WBU,ANA,2015-07-10 20:05:19,2015-07-10 14:35:48,775-51-1864
IY5652,ERV,ORQ,2010-10-12 20:49:22,2010-10-12 17:02:01,503-38-9469
TU21762,SIV,PNX,2014-05-14 12:45:08,2014-05-14 11:32:01,652-68-4697
KG51884,SKJ,EDF,2012-09-18 08:55:42,2012-09-18 04:21:51,793-25-1234
BR25239,SRF,TRT,2011-05-28 19:01:38,2011-05-28 15:36:10,388-26-3489
WJ27498,HOU,OSH,2008-07-16 10:47:07,2008-07-16 05:14:53,307-18-4553
TQ11333,PSX,GST,2012-08-25 22:30:44,2012-08-25 20:18:45,663-85-2041
IB24223,TMB,WHT,2015-01-25 01:54:05,2015-01-25 00:03:44,938-12-3285
IM64686,SVE,LWT,2014-06-28 18:55:52,2014-06-28 13:37:22,846-90-9968
ET40903,FFA,EKO,2011-07-13 04:39:42,2011-07-13 00:20:43,384-83-9932
HL21385,HSV,CLI,2011-12-11 18:09:08,2011-12-11 15:39:33,135-45-9451
YZ87774,HPV,HSP,2016-12-05 06:00:18,2016-12-05 02:26:56,598-78-7089
OR72055,GGW,TEK,2013-11-21 10:11:41,2013-11-21 06:40:12,554-65-4897
VC3494,KBE,BPT,2008-09-11 00:41:18,2008-09-10 22:52:47,645-16-3875
IO70943,OCH,EAR,2015-11-09 05:01:02,2015-11-09 03:17:14,194-78-4637
FX91154,GBO,HUL,2009-07-30 14:38:08,2009-07-30 09:42:54,803-01-4403
JJ27864,AKO,AYS,2008-07-16 22:09:09,2008-07-16 16:29:54,480-29-0590
SU47829,KEU,BOK,2015-06-20 01:54:53,2015-06-19 21:18:10,423-72-7502
ZX89134,HCC,BKD,2008-01-02 22:49:20,2008-01-02 21:48:25,605-79-0530
VH63311,WLR,SVN,2014-10-09 10:37:56,2014-10-09 05:12:01,441-57-0428
US77027,JVL,MCI,2013-02-11 02:13:49,2013-02-11 00:38:11,793-25-1234
WI38792,PSG,LFK,2009-04-11 13:28:47,2009-04-11 11:12:59,124-50-7920
YV91161,DEH,PMD,2016-10-08 22:11:38,2016-10-08 18:14:43,503-38-9469
AC18028,MOD,LWS,2014-03-28 03:05:18,2014-03-27 21:21:43,631-46-7646
HM67407,IDG,CLI,2012-11-20 11:18:32,2012-11-20 08:46:42,719-05-9171
XD66510,ONP,HYA,2014-09-11 15:46:44,2014-09-11 11:55:44,335-12-3800
WC15628,LMS,SUC,2013-07-16 05:59:23,2013-07-16 03:57:39,424-15-2508
SB54395,AVX,RDR,2013-11-21 08:26:53,2013-11-21 03:44:19,694-40-7228
UY17726,DMN,PNX,2009-02-14 18:04:30,2009-02-14 16:41:12,375-03-5185
YJ75395,MRY,DEO,2016-02-18 08:37:00,2016-02-18 06:48:04,944-08-0956
WR3120,GFD,BSZ,2015-02-26 12:18:10,2015-02-26 07:25:26,156-19-0844
PB46770,OXR,SBS,2011-12-14 06:55:43,2011-12-14 00:29:20,326-04-8538
SQ49631,PMX,CVR,2016-02-14 11:13:09,2016-02-14 05:43:41,056-80-0641
BX6089,UKI,LEW,2012-09-03 03:14:34,2012-09-02 23:16:48,596-17-7484
LV63303,BIS,LAN,2016-05-10 06:52:48,2016-05-10 05:23:16,674-52-6003
NN50948,VAD,UNU,2013-02-04 06:00:07,2013-02-04 02:56:39,661-82-5763
KV81466,SEP,KKL,2011-03-19 06:21:08,2011-03-19 01:46:54,230-67-1711
GY93308,OGS,GEY,2012-03-06 23:30:03,2012-03-06 17:03:51,601-56-7161
TJ68101,KZB,MSY,2015-05-29 03:48:59,2015-05-29 02:38:25,686-38-5127
KZ98828,IDG,EPH,2011-05-05 13:20:04,2011-05-05 11:18:23,413-19-9471
ZS32265,BIG,WSB,2014-03-07 04:31:08,2014-03-06 23:55:37,597-33-1425
XP10364,CKD,SZP,2012-08-16 09:40:56,2012-08-16 06:45:44,534-68-4340
VE13143,TDO,PAH,2009-10-11 06:28:19,2009-10-11 02:44:11,645-16-3875
GG99467,ESF,SMN,2008-12-24 18:59:34,2008-12-24 17:25:45,672-57-1866
MX81512,CWI,BLW,2009-05-16 20:35:34,2009-05-16 17:22:51,564-80-6789
TD56429,RRL,FLT,2016-03-25 14:46:18,2016-03-25 13:31:49,499-82-9898
UM40824,ENA,ILI,2009-08-25 08:45:46,2009-08-25 06:52:12,588-49-9993
BK58738,MFR,TLA,2014-08-16 09:48:14,2014-08-16 06:55:26,481-64-7023
ZJ39049,JMN,RDB,2010-06-26 17:40:19,2010-06-26 11:45:07,261-97-6964
VZ37104,PDX,KWN,2014-04-04 07:08:14,2014-04-04 05:05:16,332-69-1279
FM32783,HPV,FUL,2009-11-09 04:45:32,2009-11-09 03:09:08,447-89-3741
HC35656,DVT,OWB,2014-06-02 05:58:30,2014-06-02 01:49:16,822-08-8291
BE37014,SAR,FIV,2011-06-06 14:02:31,2011-06-06 08:54:33,276-34-8323
ZZ70357,LLY,HKA,2013-02-03 04:23:08,2013-02-02 23:30:05,645-16-3875
JI56879,MYH,EYR,2008-08-31 21:55:04,2008-08-31 16:14:31,825-14-3933
OH89824,TYE,HAE,2011-12-04 08:50:27,2011-12-04 02:52:21,934-35-1650
HV8937,BAF,SSU,2014-12-12 06:40:52,2014-12-12 04:10:06,958-78-2153
WW41557,SHR,GWO,2009-04-29 23:58:20,2009-04-29 17:44:13,865-16-8158
RP25008,BIX,ENL,2009-06-17 03:39:34,2009-06-16 22:35:52,244-06-3853
NB3626,HUF,MOS,2010-12-10 03:58:04,2010-12-09 22:25:34,248-75-1432
LR30109,ELY,GUC,2015-03-17 12:19:22,2015-03-17 07:20:22,378-32-5403
DT10964,CTH,DUG,2012-02-08 08:43:28,2012-02-08 07:28:12,278-63-9230
PK13969,SNL,BKT,2011-08-14 19:46:59,2011-08-14 15:23:42,811-19-1292
NR23892,PGM,OKK,2013-04-27 08:15:17,2013-04-27 03:29:24,833-27-8204
BS54106,JGC,PUL,2009-01-01 09:58:01,2009-01-01 08:08:13,261-60-4943
QH27887,WST,VAD,2008-10-13 07:58:35,2008-10-13 03:37:43,325-83-7578
UE36312,LBT,ANI,2014-06-07 19:54:33,2014-06-07 15:52:09,192-15-0200
KB97937,DRI,CDL,2012-09-04 12:39:05,2012-09-04 08:38:15,712-72-4997
CI64491,SRU,NHK,2015-06-10 11:30:38,2015-06-10 09:15:26,317-92-2083
PU81532,FOB,LPC,2015-05-31 16:32:58,2015-05-31 09:50:20,850-20-9832
RV54882,OLH,JAN,2016-11-03 20:06:13,2016-11-03 18:25:45,279-44-8634
CM43727,MLK,VLE,2012-06-20 22:28:23,2012-06-20 20:30:23,490-47-4237
TU74598,CNU,PEQ,2014-02-19 12:27:54,2014-02-19 06:28:08,513-72-3706
FH98881,GYR,FET,2012-01-25 09:01:50,2012-01-25 06:29:24,145-74-2677
AG96586,UOX,OWB,2008-11-10 06:35:21,2008-11-10 02:26:00,244-57-5376
MY85076,CDW,BBC,2016-06-14 00:39:58,2016-06-13 21:17:32,278-06-4811
HK14709,JAE,OLY,2008-09-09 21:11:45,2008-09-09 16:02:41,955-39-6627
TD57791,OSU,CZO,2009-06-26 09:48:55,2009-06-26 06:00:29,075-38-5584
BT19158,MDJ,AHC,2011-02-15 10:25:04,2011-02-15 03:55:18,156-19-0844
JF77935,STP,CGS,2009-07-13 12:11:56,2009-07-13 10:35:47,793-25-1234
KK11505,GEY,OLF,2008-01-19 13:20:56,2008-01-19 10:05:40,178-82-6401
ND83817,LCH,BZT,2010-02-19 20:15:23,2010-02-19 15:43:23,794-02-2853
LE8922,JGL,HTO,2016-09-02 02:46:58,2016-09-02 00:56:51,364-88-7233
WR57544,OLH,UVA,2008-01-12 09:15:06,2008-01-12 02:38:47,335-24-0319
WA1285,PTD,DKK,2012-06-28 08:05:38,2012-06-28 03:55:40,652-68-4697
KS10240,JEM,JVI,2014-08-23 18:53:53,2014-08-23 15:00:25,260-96-4710
UA22363,MRN,GLR,2008-01-02 20:29:24,2008-01-02 18:02:39,987-95-1538
WK72808,SVC,VCB,2015-11-17 21:00:40,2015-11-17 15:20:44,068-48-2515
WI67548,OTG,RDM,2014-07-15 17:48:54,2014-07-15 14:26:34,635-71-9959
MA16777,LOG,ATL,2011-01-23 17:04:07,2011-01-23 15:25:56,592-61-7492
CL21713,RED,SOL,2009-04-22 01:09:56,2009-04-21 23:39:06,339-83-7072
DZ54341,GLR,CRS,2012-08-19 11:50:44,2012-08-19 07:47:55,886-23-5549
BI12483,EDW,PHL,2010-06-11 01:06:36,2010-06-10 23:30:07,705-16-5616
ND81505,BMX,SEM,2016-06-27 11:39:38,2016-06-27 08:56:49,987-95-1538
WE15720,VAK,PSX,2016-10-12 04:46:12,2016-10-12 00:14:20,459-28-1225
MA63069,AKN,FLT,2014-06-15 09:25:12,2014-06-15 02:45:33,194-78-4637
QT62254,AOH,ELA,2009-04-02 01:14:41,2009-04-01 22:20:12,025-38-4942
PX86723,SBM,KNW,2015-05-22 02:30:46,2015-05-21 22:42:42,971-66-6286
AH12107,ARA,JKV,2012-12-22 20:29:21,2012-12-22 17:01:44,512-20-8200
ZI74823,SLR,SUC,2010-03-21 13:26:56,2010-03-21 11:26:41,801-36-8342
TX88195,MXG,OIL,2012-02-21 19:47:00,2012-02-21 17:06:52,085-65-5645
FS96407,XSM,HFD,2015-02-06 23:50:26,2015-02-06 21:30:51,315-89-8693
FB41642,SRQ,MXG,2008-03-20 09:55:59,2008-03-20 03:42:36,578-91-1237
EL52237,VCV,WVI,2008-11-28 09:26:56,2008-11-28 06:31:35,145-96-7331
WX65665,SYR,DTR,2009-12-05 23:18:04,2009-12-05 20:41:22,911-61-7680
RW13535,JAX,FAI,2015-12-31 06:58:37,2015-12-31 04:02:55,568-83-1187
WD57185,SGF,PVY,2016-05-10 16:12:39,2016-05-10 11:35:45,199-32-7413
CX69505,PBG,KCC,2012-07-19 17:47:37,2012-07-19 15:06:51,441-57-0428
UT24016,SBP,MQY,2013-04-11 19:03:01,2013-04-11 16:51:31,325-08-4481
SA15567,XSD,LEX,2010-05-26 17:07:58,2010-05-26 15:48:45,642-95-1284
NK94803,BLU,SHV,2009-06-24 11:53:44,2009-06-24 10:00:03,307-18-4553
ZG15711,CWI,YKN,2015-12-04 20:32:55,2015-12-04 15:45:03,511-53-0975
PK85392,LGD,BGE,2010-03-11 23:42:05,2010-03-11 21:18:11,116-74-7937
LT41518,ITH,GIF,2009-05-20 02:50:38,2009-05-19 21:36:14,105-71-4080
SX20255,MYR,RMC,2011-04-13 19:33:51,2011-04-13 18:18:33,089-35-6342
VJ60167,MXA,NIP,2016-09-29 04:24:23,2016-09-29 03:23:01,223-76-9128
VN37419,GAD,HMN,2013-09-17 03:13:57,2013-09-17 01:46:22,647-54-5755
FV13252,LYO,AKB,2010-03-09 21:39:26,2010-03-09 15:59:27,260-96-4710
MT16224,PVY,ACT,2011-03-18 20:45:10,2011-03-18 16:54:53,551-13-4065
MW37719,ILE,HAI,2015-09-16 00:15:24,2015-09-15 17:57:19,265-27-1788
NN19047,TEX,SFB,2014-05-04 19:39:35,2014-05-04 13:53:36,413-19-9471
IB78020,HIO,MOT,2011-04-02 17:03:47,2011-04-02 11:44:41,933-07-6556
ZC76613,SXQ,JFN,2013-10-26 13:39:37,2013-10-26 10:04:11,105-71-4080
NX98681,MIV,EIL,2009-10-10 09:26:05,2009-10-10 08:21:01,656-40-7607
FO87886,NIE,JCE,2009-05-21 07:22:05,2009-05-21 04:37:45,571-52-3241
JU45558,ESN,GRF,2016-04-16 02:21:39,2016-04-15 23:38:15,162-92-6896
MV90270,CZP,GBH,2016-06-11 16:21:29,2016-06-11 10:49:00,554-65-4897
XI98513,AYE,RTE,2014-04-16 05:43:31,2014-04-15 23:09:43,278-28-3161
UK1096,EDK,TLR,2014-11-13 16:11:01,2014-11-13 14:48:09,692-57-6401
DR49675,MGW,PIT,2016-09-18 10:47:28,2016-09-18 09:32:12,318-42-3147
SO9381,UKI,HLG,2013-01-10 10:09:46,2013-01-10 03:09:48,260-96-4710
NX62312,SRF,XPU,2012-06-26 23:34:39,2012-06-26 21:47:57,984-17-7619
YM18946,TEX,SRQ,2016-03-27 08:34:17,2016-03-27 04:51:54,012-15-8995
AX97381,DPA,BWC,2012-01-25 19:13:07,2012-01-25 15:36:09,301-36-1229
RI16579,VPZ,VAD,2016-03-10 00:47:14,2016-03-09 20:37:24,162-92-6896
EC58652,AUN,SIT,2016-08-20 12:42:25,2016-08-20 10:29:10,570-03-8833
WN30496,UBS,NPT,2013-10-07 06:47:53,2013-10-07 03:45:05,244-57-5376
WO13904,GVE,AUN,2015-09-11 09:46:48,2015-09-11 04:46:53,968-75-5960
ZU29589,CYE,LRK,2010-02-20 18:03:51,2010-02-20 16:41:58,364-78-7137
KB59447,MRK,ATL,2008-11-08 04:19:29,2008-11-08 01:21:11,471-81-5254
EF63058,BFK,SFF,2010-02-16 15:27:09,2010-02-16 09:53:39,140-93-6632
MJ21513,TRI,BRG,2009-12-16 03:46:58,2009-12-15 23:42:29,916-57-0475
EU93850,POE,PLY,2011-04-13 14:15:11,2011-04-13 09:26:21,209-03-4405
GW29851,CMH,NSF,2008-06-03 06:07:40,2008-06-03 03:06:25,968-75-5960
KO16504,JHC,BXS,2009-07-21 14:54:30,2009-07-21 08:03:17,876-30-0174
VW67603,AKN,TTD,2009-04-30 14:46:56,2009-04-30 08:29:27,811-19-1292
ZU74280,SLC,CYF,2008-05-07 21:54:29,2008-05-07 15:37:26,864-10-3339
WL48926,MCW,BWC,2016-08-27 05:12:18,2016-08-27 03:07:51,874-33-2718
RQ3642,ITO,WDY,2016-02-07 09:23:32,2016-02-07 06:57:13,278-63-9230
ST81101,POF,MMN,2011-10-11 17:45:01,2011-10-11 11:29:39,957-35-2667
DH75408,CKV,GMU,2016-05-13 05:42:28,2016-05-13 02:11:11,811-19-1292
CG15660,ADW,JNH,2012-03-04 23:31:48,2012-03-04 21:05:46,199-32-7413
IT61020,MLC,RIE,2013-06-13 00:49:35,2013-06-12 23:02:19,749-45-9596
LT69781,OBU,JRE,2014-01-06 06:10:41,2014-01-06 02:38:50,575-61-6621
EJ22307,EAN,FRY,2015-11-27 22:24:42,2015-11-27 19:40:22,647-54-5755
FU65810,HIE,IPT,2016-11-07 18:33:34,2016-11-07 16:17:30,276-34-8323
YD66937,PEQ,RKS,2008-11-13 03:37:36,2008-11-12 22:57:08,707-06-5435
NG57922,ISS,ZNC,2012-04-16 09:30:03,2012-04-16 03:03:04,325-08-4481
XB72865,ANA,NGC,2012-12-30 18:30:26,2012-12-30 17:06:39,279-44-8634
QQ7402,HBB,LFK,2015-03-16 06:04:30,2015-03-16 04:46:21,462-66-7935
RD73024,NCQ,CDH,2010-05-11 15:31:39,2010-05-11 08:40:44,187-48-4106
KY52157,LSV,RCK,2011-02-13 12:37:54,2011-02-13 07:37:16,373-39-6461
CR86258,AUG,GDV,2013-04-21 14:47:34,2013-04-21 13:30:47,000-45-0482
ZW41309,KIB,NLE,2016-03-26 22:07:00,2016-03-26 21:04:12,647-54-5755
DS19442,KTH,CLC,2016-11-06 03:21:50,2016-11-05 23:18:20,673-79-9823
JR83385,WHP,NSF,2011-10-25 03:26:21,2011-10-24 21:13:33,317-92-2083
BW43954,TOP,PAE,2015-12-31 18:15:14,2015-12-31 13:18:01,135-45-9451
SL58524,WBR,TNT,2012-09-01 18:58:04,2012-09-01 14:33:51,575-61-6621
AI53813,PMH,MKK,2009-07-28 05:59:11,2009-07-28 01:11:34,570-03-8833
YE2794,CEA,NIR,2012-07-31 01:29:20,2012-07-30 23:08:53,564-80-6789
NS14854,REE,FXY,2015-12-19 12:39:25,2015-12-19 07:19:38,156-19-0844
IY90473,SRQ,TPH,2008-08-31 04:17:13,2008-08-31 01:09:24,566-57-5659
BB99520,IRC,HIK,2012-08-23 05:19:14,2012-08-22 22:43:22,476-68-9353
XJ41600,AHN,BYS,2009-06-23 16:20:39,2009-06-23 15:15:29,716-51-9808
MT60743,BXS,KAL,2015-01-12 16:03:48,2015-01-12 12:29:00,116-74-7937
RV39632,LFI,GBO,2011-11-24 08:54:57,2011-11-24 05:30:18,491-58-8939
SD73517,IAB,DCR,2011-05-12 16:59:47,2011-05-12 10:47:58,374-75-4950
JC36741,FRP,GDW,2012-05-30 03:12:22,2012-05-30 01:30:16,093-57-7374
ZC49652,MLJ,DBS,2010-03-10 22:31:22,2010-03-10 19:20:52,984-17-7619
GX19402,RDV,ORT,2010-09-30 21:06:13,2010-09-30 15:14:07,413-67-1601
WV94549,SCB,KWP,2013-03-26 03:52:41,2013-03-26 01:14:49,871-90-8968
VD96607,ESP,EDF,2014-02-18 10:18:38,2014-02-18 07:03:49,856-68-7305
XM13021,TPH,CZO,2010-05-07 17:24:38,2010-05-07 15:57:30,067-11-6927
LR55637,BDY,WOW,2010-01-16 09:29:37,2010-01-16 08:27:50,822-08-8291
ZP96276,MQB,WMH,2012-09-27 03:02:30,2012-09-26 20:50:07,192-15-0200
KF93690,CYE,RVR,2010-03-24 11:55:59,2010-03-24 05:58:43,864-33-7156
SY93753,KUK,KWT,2015-01-28 18:28:58,2015-01-28 14:41:49,934-35-1650
LT59106,DCU,TXK,2008-11-11 11:59:50,2008-11-11 06:40:59,864-89-9533
BU97299,LBL,PRC,2010-10-31 09:27:41,2010-10-31 06:24:38,441-57-0428
QR85924,PHK,MMT,2013-12-01 15:32:06,2013-12-01 10:15:09,874-33-2718
HT72739,KYK,BRD,2012-01-15 19:39:14,2012-01-15 18:10:20,413-19-9471
SB50149,ABR,OEO,2010-05-22 10:12:37,2010-05-22 05:54:25,928-16-8729
DQ34760,MSP,DUC,2009-12-29 20:30:39,2009-12-29 18:32:15,660-54-7701
KZ21446,BXA,LLY,2016-06-07 07:57:58,2016-06-07 05:18:24,558-14-9443
ST9687,LYH,MYF,2015-03-26 17:46:04,2015-03-26 15:03:09,958-78-2153
GN64761,COS,CEZ,2016-04-17 06:50:27,2016-04-17 02:47:14,864-10-3339
CK13579,INR,HWO,2015-12-15 20:08:29,2015-12-15 16:33:30,012-15-8995
GC26744,LDJ,PSP,2013-03-20 12:28:03,2013-03-20 10:46:51,786-87-9934
HC68893,SFO,MGI,2015-04-23 06:04:12,2015-04-23 01:46:42,719-05-9171
OX89415,KBW,VNY,2009-07-27 22:59:14,2009-07-27 16:28:50,421-13-5349
XE7820,KOY,ILM,2010-05-10 18:42:29,2010-05-10 14:45:33,856-68-7305
XW20988,HSP,VJI,2011-03-03 05:03:25,2011-03-03 02:35:51,067-11-6927
AU96400,ATY,WSB,2013-06-10 19:08:27,2013-06-10 16:39:48,934-35-1650
FY49743,GYY,MMR,2009-02-26 16:44:46,2009-02-26 09:57:36,373-39-6461
TV61108,FCM,RNG,2010-07-25 04:34:46,2010-07-25 02:30:16,635-71-9959
RT12048,SUA,SJT,2011-01-10 14:32:00,2011-01-10 11:40:07,124-50-7920
EL41256,ECA,AST,2010-06-18 16:25:27,2010-06-18 10:56:30,193-43-6507
DB37025,ESP,GOL,2016-06-21 14:46:52,2016-06-21 10:19:59,241-38-8590
TL94621,IMM,CYT,2009-06-09 07:42:38,2009-06-09 05:45:34,686-38-5127
IM72366,IFP,MCG,2009-03-22 22:48:50,2009-03-22 21:16:02,156-19-0844
RI57483,GVE,ADK,2008-07-08 13:14:11,2008-07-08 07:38:11,056-86-0607
HD78658,FYM,SLQ,2009-08-05 17:08:02,2009-08-05 16:02:59,307-18-4553
UQ48038,WRL,SUC,2016-05-10 06:49:43,2016-05-10 00:13:00,902-60-2098
UM11486,SMD,LIV,2009-07-19 13:50:10,2009-07-19 08:25:06,432-62-8424
OA51194,BWD,LAL,2014-07-14 16:57:28,2014-07-14 11:52:01,786-56-4794
RB51336,SBT,HLR,2011-01-12 04:35:09,2011-01-12 00:20:55,559-28-8448
RC48824,YUM,GLQ,2015-07-05 03:38:06,2015-07-05 00:21:55,934-35-1650
VA43473,CGE,ACK,2015-10-31 09:15:33,2015-10-31 07:28:27,401-58-5857
HF54705,FSI,WRB,2014-05-19 22:16:40,2014-05-19 16:43:10,656-40-7607
VN64216,IFA,FWA,2013-03-08 17:53:20,2013-03-08 13:02:29,029-36-8655
ZL3564,FLD,MRI,2010-10-24 08:37:35,2010-10-24 05:40:12,782-18-9509
IM44374,AKO,OKM,2008-06-12 14:41:00,2008-06-12 11:36:47,588-49-9993
UM41756,ASY,WVI,2010-02-02 15:40:49,2010-02-02 13:59:14,955-15-5710
WJ50321,NDP,RWL,2009-03-25 02:14:43,2009-03-24 20:48:10,384-83-9932
TY7369,TTN,FLJ,2009-02-03 11:51:28,2009-02-03 07:26:55,462-66-7935
MR77433,CSM,HMN,2011-04-08 06:24:45,2011-04-08 03:07:31,187-48-4106
MO52986,FMS,PVY,2016-01-26 13:06:33,2016-01-26 09:07:28,902-60-2098
UG75492,MLK,OIL,2013-04-13 16:53:52,2013-04-13 13:26:05,554-76-0511
RJ26032,WOO,CGF,2016-02-09 07:22:27,2016-02-09 06:07:57,440-55-1732
CC88164,ELW,DET,2014-09-22 02:30:02,2014-09-21 20:19:54,864-10-3339
KJ65593,DTH,ARX,2015-12-12 17:16:05,2015-12-12 10:20:17,440-55-1732
YL52481,AXV,SAV,2009-09-06 00:39:31,2009-09-05 17:57:17,145-74-2677
EP95227,CYF,DET,2015-04-28 23:23:15,2015-04-28 20:12:31,055-94-7313
QE29435,EPH,SUA,2009-10-11 11:59:42,2009-10-11 05:34:40,566-57-5659
PY89769,NAB,RWI,2014-02-27 20:36:21,2014-02-27 15:40:43,492-79-2478
NH87206,EWN,DAB,2011-01-15 19:11:43,2011-01-15 15:24:03,192-15-0200
FP30633,APH,MPE,2013-07-04 16:41:28,2013-07-04 10:36:38,694-40-7228
IU67703,MQW,MCI,2008-02-05 02:10:35,2008-02-04 21:07:40,566-57-5659
XE59929,BRW,WVI,2014-10-11 23:21:16,2014-10-11 21:09:16,971-66-6286
DF23597,DBQ,COP,2014-07-13 22:00:40,2014-07-13 16:54:53,957-35-2667
DC64485,TGE,MLI,2013-11-12 12:18:19,2013-11-12 10:01:51,491-58-8939
QG14756,NLG,GLH,2012-10-12 17:50:30,2012-10-12 10:59:10,913-58-5296
NR53317,BBC,AXV,2010-05-22 15:37:34,2010-05-22 11:27:23,025-38-4942
QJ9599,DRU,PIM,2014-05-29 08:51:58,2014-05-29 02:48:23,370-87-4189
ID97656,CYF,AFN,2010-02-19 01:53:45,2010-02-18 22:10:58,179-25-8356
VO27311,FIV,HDE,2011-01-29 22:00:04,2011-01-29 15:53:09,692-57-6401
LZ78185,LMT,MOU,2008-11-19 07:25:28,2008-11-19 04:15:07,325-83-7578
RS40226,KXA,GBO,2016-01-20 11:03:12,2016-01-20 08:27:28,230-67-1711
JO23675,BIL,BNH,2013-02-05 03:58:25,2013-02-05 00:28:08,943-47-3392
HC38181,HOP,ICL,2013-03-30 21:49:43,2013-03-30 18:10:24,660-54-7701
HB26376,CHS,STP,2008-01-19 05:43:38,2008-01-19 02:58:27,444-53-3337
OP63352,CRE,JDB,2014-01-15 06:32:27,2014-01-15 03:59:07,335-12-3800
BV46671,RSW,CLD,2012-06-05 08:28:46,2012-06-05 01:38:05,307-18-4553
II23666,HKS,ANW,2013-07-12 22:33:11,2013-07-12 20:48:01,118-49-5368
XK62108,PNU,ONA,2015-05-07 07:14:08,2015-05-07 03:08:16,533-43-9376
VW1474,SPI,WGO,2014-03-04 16:58:33,2014-03-04 10:18:04,974-54-9911
NP21653,SUU,HKB,2015-09-11 02:27:23,2015-09-10 23:39:04,534-68-4340
ZC94343,SCB,KBC,2009-11-28 05:40:42,2009-11-28 00:16:41,673-79-9823
QU31299,BDF,PML,2012-08-21 10:27:59,2012-08-21 03:36:40,017-71-7409
UK71299,PSN,RMP,2015-08-12 05:52:38,2015-08-11 23:54:54,648-34-0085
UX84819,BYW,BLV,2011-01-14 17:25:40,2011-01-14 10:32:47,864-33-7156
NB5583,PTK,LYH,2012-10-26 06:43:48,2012-10-26 05:05:31,775-51-1864
NZ9912,IND,MLI,2011-07-13 07:51:32,2011-07-13 06:45:04,276-56-0882
WA87331,ESD,PUB,2008-11-19 10:25:26,2008-11-19 08:15:52,370-87-4189
ZA56895,LIZ,PKB,2010-03-10 12:34:13,2010-03-10 07:12:46,012-15-8995
AZ52920,MXG,EDF,2016-09-06 20:20:15,2016-09-06 14:07:34,800-39-2298
TP96079,VEX,BUM,2008-05-30 12:52:30,2008-05-30 08:59:45,220-13-9746
DM25648,SNS,BCC,2013-04-11 02:29:15,2013-04-10 21:29:10,786-87-9934
FN32090,COF,BJC,2010-10-21 01:25:53,2010-10-20 22:23:07,491-58-8939
QJ56544,MBL,GMT,2016-12-09 20:32:51,2016-12-09 16:00:30,513-72-3706
QJ27658,BSI,LKV,2012-01-06 17:48:41,2012-01-06 15:08:10,413-78-2890
UG12128,EAU,ELI,2010-09-12 19:03:02,2010-09-12 12:45:01,723-24-0510
VF59100,KWP,LFT,2012-04-26 15:27:22,2012-04-26 11:34:16,564-80-6789
YO9263,NBP,COU,2016-02-16 05:31:18,2016-02-15 23:58:51,413-19-9471
NJ76818,KLN,DFW,2012-01-09 10:18:41,2012-01-09 07:41:57,260-96-4710
HM88845,IRB,MDH,2009-10-11 02:02:15,2009-10-10 21:00:22,682-84-3560
GC14808,HHR,XSM,2009-06-01 03:30:13,2009-06-01 00:02:14,564-89-7212
SD21092,EKA,NME,2010-12-15 11:09:07,2010-12-15 07:30:34,413-19-9471
IA34996,PHX,DNN,2013-12-15 21:12:19,2013-12-15 20:10:32,050-13-8813
WB61543,KGK,GWO,2012-09-15 08:50:35,2012-09-15 06:25:50,703-14-1793
JH78863,LAX,CZT,2012-10-04 22:38:19,2012-10-04 18:48:47,325-08-4481
GO97440,DCK,GAG,2009-03-09 18:47:07,2009-03-09 16:08:37,564-89-7212
